1,-0.134594,51.513238
2,-0.13464,51.513293
1,-0.134709,51.513379
2,-0.134756,51.513431
2,-0.135244,51.513475
3,-0.134897,51.513422
1,-0.135158,51.513528
2,-0.135344,51.513481
2,-0.135063,51.513594
3,-0.135801,51.513227
1,-0.135762,51.51318
2,-0.13574,51.513132
1,-0.135645,51.513048
1,-0.135602,51.513006
1,-0.135501,51.512883
1,-0.135832,51.51327
3,-0.136049,51.513459
3,-0.13614,51.513431
3,-0.136228,51.513402
3,-0.134999,51.512593
1,-0.134793,51.512585
2,-0.134896,51.512555
1,-0.135,51.512521
1,-0.133483,51.513137
1,-0.133265,51.513228
2,-0.133296,51.513152
1,-0.132933,51.513258
1,-0.133998,51.513544
1,-0.134042,51.513626
2,-0.134156,51.513637
2,-0.134091,51.513524
1,-0.134272,51.51382
1,-0.13422,51.513724
1,-0.134704,51.513704
1,-0.134782,51.513831
1,-0.13501,51.513915
1,-0.134923,51.513597
1,-0.134885,51.514032
5,-0.134212,51.513891
1,-0.134135,51.513758
1,-0.134364,51.514065
2,-0.134447,51.514146
2,-0.134479,51.514201
1,-0.134658,51.51423
1,-0.134367,51.514319
1,-0.134179,51.514377
1,-0.13416,51.514357
2,-0.134069,51.514382
2,-0.134085,51.514402
5,-0.133821,51.514522
1,-0.133922,51.514497
1,-0.13385,51.514472
1,-0.133725,51.514504
1,-0.133745,51.514546
4,-0.133676,51.514561
1,-0.133563,51.514594
2,-0.133467,51.514581
1,-0.133393,51.514606
1,-0.134474,51.515834
1,-0.135259,51.515195
1,-0.135395,51.515149
1,-0.136022,51.514818
3,-0.136804,51.514843
1,-0.136583,51.514914
1,-0.135653,51.514496
2,-0.135578,51.514743
1,-0.13486,51.514467
1,-0.13469,51.514453
1,-0.134818,51.514845
1,-0.135704,51.514389
1,-0.135561,51.514399
2,-0.135649,51.514335
1,-0.135415,51.514224
1,-0.135576,51.51422
2,-0.135357,51.514145
3,-0.135475,51.514108
2,-0.136226,51.514359
1,-0.136328,51.514326
1,-0.136222,51.514544
1,-0.136117,51.514569
1,-0.13603,51.514586
1,-0.136266,51.514612
2,-0.136421,51.514575
3,-0.136935,51.514507
3,-0.136931,51.514274
1,-0.136799,51.514293
1,-0.13678,51.514058
3,-0.136696,51.514148
1,-0.136712,51.513961
1,-0.136123,51.514027
1,-0.135958,51.514076
1,-0.135883,51.514096
2,-0.135788,51.514134
2,-0.135849,51.514033
4,-0.136008,51.513996
5,-0.136099,51.51396
2,-0.13617,51.513945
5,-0.135485,51.513821
5,-0.135374,51.513999
3,-0.135582,51.513795
3,-0.135679,51.513766
1,-0.135814,51.513726
5,-0.135905,51.513692
4,-0.135992,51.513672
4,-0.136217,51.513603
1,-0.136579,51.513482
4,-0.136675,51.513458
1,-0.136764,51.513429
3,-0.136877,51.513404
2,-0.136953,51.513359
1,-0.13723,51.513378
2,-0.136651,51.513855
1,-0.136503,51.513875
1,-0.137367,51.513565
2,-0.137422,51.513616
3,-0.137472,51.513742
1,-0.1383,51.513918
1,-0.137363,51.513772
4,-0.137995,51.513502
2,-0.138139,51.513712
2,-0.138239,51.513644
1,-0.138272,51.513711
5,-0.138083,51.514061
3,-0.137912,51.514748
2,-0.137707,51.514794
3,-0.137108,51.514526
2,-0.137065,51.514706
1,-0.138474,51.512311
1,-0.138123,51.511998
1,-0.137762,51.511856
